epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,1796.88,0.53075,0.50041,0.00975,0.821,0.79268,0.82665,0.70941,0.63167,0.77385,0.017,0.000189943,0.000189943,0.000189943
57,1816.15,0.53146,0.49475,0.00959,0.83469,0.76769,0.81611,0.69844,0.6361,0.80089,0.0172,0.000185815,0.000185815,0.000185815
58,1836.75,0.53485,0.51949,0.00976,0.77809,0.77494,0.80858,0.68752,0.63809,0.81415,0.01715,0.000181687,0.000181687,0.000181687
59,1856.06,0.52659,0.47667,0.00974,0.80209,0.76473,0.81269,0.69504,0.62315,0.78373,0.01664,0.000177559,0.000177559,0.000177559
60,1869.6,0.51192,0.46382,0.00942,0.87467,0.73099,0.82679,0.70974,0.63875,0.80189,0.01745,0.00017343,0.00017343,0.00017343
61,1884.7,0.52637,0.45585,0.00974,0.8508,0.77477,0.82713,0.70925,0.63483,0.79584,0.01728,0.000169302,0.000169302,0.000169302
62,1899.56,0.51178,0.46068,0.00935,0.7866,0.75689,0.80031,0.68518,0.64325,0.877,0.01781,0.000165174,0.000165174,0.000165174
63,1915.87,0.49118,0.45186,0.00902,0.79806,0.76358,0.81511,0.69879,0.62322,0.81519,0.01675,0.000161045,0.000161045,0.000161045
64,1932.2,0.49604,0.45424,0.0092,0.78039,0.79098,0.82304,0.7025,0.61133,0.82276,0.01642,0.000156917,0.000156917,0.000156917
65,1946.47,0.4862,0.44325,0.00883,0.79829,0.7738,0.81628,0.70432,0.62936,0.8425,0.01715,0.000152789,0.000152789,0.000152789
66,1963.59,0.49017,0.46399,0.00883,0.7977,0.77617,0.82263,0.70109,0.62666,0.82213,0.01706,0.00014866,0.00014866,0.00014866
67,1978.45,0.48532,0.44014,0.00876,0.77096,0.80316,0.82779,0.7036,0.63086,0.78374,0.01724,0.000144532,0.000144532,0.000144532
68,1993.74,0.47706,0.42643,0.00874,0.85787,0.75948,0.82528,0.71365,0.60817,0.80307,0.0162,0.000140404,0.000140404,0.000140404
69,2007.82,0.48125,0.443,0.00881,0.82799,0.77553,0.83459,0.71949,0.61403,0.79665,0.01654,0.000136276,0.000136276,0.000136276
70,2022.91,0.48879,0.41944,0.00872,0.80918,0.77602,0.82347,0.70832,0.62655,0.78952,0.01669,0.000132147,0.000132147,0.000132147
71,2036.62,0.48233,0.40832,0.00882,0.79486,0.80038,0.8309,0.71573,0.61523,0.78319,0.01637,0.000128019,0.000128019,0.000128019
72,2050.64,0.46988,0.40779,0.0088,0.81028,0.78164,0.8246,0.70719,0.62159,0.77752,0.01655,0.000123891,0.000123891,0.000123891
73,2064.63,0.46841,0.40828,0.00846,0.79234,0.79719,0.81771,0.69793,0.62796,0.82395,0.0167,0.000119762,0.000119762,0.000119762
74,2079.63,0.46933,0.4092,0.00853,0.80385,0.76408,0.82177,0.70234,0.62861,0.84466,0.01666,0.000115634,0.000115634,0.000115634
75,2093.62,0.46016,0.40506,0.0085,0.81843,0.79546,0.82818,0.71481,0.6146,0.81969,0.01625,0.000111506,0.000111506,0.000111506
76,2108.62,0.46802,0.40652,0.00825,0.83328,0.77194,0.82264,0.71017,0.60892,0.84189,0.01608,0.000107378,0.000107378,0.000107378
